symbol	tier	n_sources	sources	has_strong_assertion	in_mitotic_panel	assertions
ELAVL2	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
ELK1	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
ELMO2	3	1	gene2phenotype	no	no	ELMO2-related intraosseous vascular malformation ()
ELMOD2	3	1	ClinGen	no	no	idiopathic pulmonary fibrosis (No Known Disease Relationship)
ELMOD3	3	1	ClinGen	no	no	nonsyndromic genetic hearing loss (Limited)
ELOVL5	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
EML4	3	1	mitotic_panel	no	yes	tier 3
EMX2	3	3	ClinGen,PanelApp,gene2phenotype	no	no	EMX2-related familial schizencephaly () | Intellectual disability (confidence 2) | schizencephaly (Limited)
EN2	3	2	ClinGen,PanelApp	no	no	Intellectual disability (confidence 1) | complex neurodevelopmental disorder (Disputed)
ENOX2	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
EOMES	3	2	PanelApp,gene2phenotype	no	no	EOMES-related polymicrogyria and corpus callosum agenesis () | Intellectual disability (confidence 1) | Severe microcephaly (confidence 1)
EPB41L1	3	3	ClinGen,PanelApp,gene2phenotype	no	no	EPB41L1-related intellectual disability () | Intellectual disability (confidence 2) | complex neurodevelopmental disorder (Limited)
EPHA7	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
EPHB2	3	1	ClinGen	no	no	bleeding disorder, platelet-type, 22 (Limited)
EPHX1	3	1	ClinGen	no	no	hereditary nonpolyposis colon cancer (Limited)
EPPK1	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
EPRS1	3	1	gene2phenotype	no	no	EPRS1-related hypomyelinating leukodystrophy ()
ERBB3	3	1	gene2phenotype	no	no	ERBB3-related Hirschprung disease with intestinal pseudo-obstruction () | ERBB3-related lethal congenital contracture syndrome ()
ERBIN	3	1	ClinGen	no	no	autosomal dominant combined immunodeficiency due to ERBIN deficiency (Limited)
ERGIC3	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
ERMARD	3	3	ClinGen,PanelApp,gene2phenotype	no	no	ERMARD-related periventricular heterotopia () | Intellectual disability (confidence 1) | periventricular nodular heterotopia (Limited)
ESCO1	3	1	mitotic_panel	no	yes	tier 3
ESRP1	3	1	ClinGen	no	no	nonsyndromic genetic hearing loss (Limited)
ESX1	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
EWSR1	3	1	ClinGen	no	no	amyotrophic lateral sclerosis (Disputed)
EXO1	3	1	ClinGen	no	no	Lynch syndrome (Refuted)
EXOC2	3	2	ClinGen,PanelApp	no	no	Intellectual disability (confidence 2) | complex neurodevelopmental disorder (Limited)
EXOC3L2	3	1	PanelApp	no	no	Cystic renal disease (confidence 1)
EXOC8	3	1	PanelApp	no	no	Cystic renal disease (confidence 1)
EXOSC2	3	2	ClinGen,gene2phenotype	no	no	EXOSC2-related short stature, hearing loss, retinitis pigmentosa, and distinctive facies syndrome () | retinitis pigmentosa-hearing loss-premature aging-short stature-facial dysmorphism syndrome (Limited)
EXOSC9	3	1	gene2phenotype	no	no	EXOSC9-related cerebellar atrophy with spinal motor neuronopathy ()
EXPH5	3	1	gene2phenotype	no	no	EXPH5-related inherited skin fragility ()
FAAH2	3	2	ClinGen,PanelApp	no	no	Intellectual disability (confidence 2) | X-linked complex neurodevelopmental disorder (Disputed)
FAAP100	3	1	PanelApp	no	no	Fanconi anaemia or Bloom syndrome (confidence 2)
FAAP24	3	1	ClinGen	no	no	lymphoproliferative syndrome (Disputed)
FAM120C	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
FAM161A	3	2	PanelApp,gene2phenotype	no	no	FAM161A-related retinitis pigmentosa () | Intellectual disability (confidence 1)
FAM20B	3	1	ClinGen	no	no	congenital disorder of glycosylation (Limited)
FAM47B	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
FARSB	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
FASN	3	2	PanelApp,gene2phenotype	no	no	FASN-related intellectual developmental disorder () | Intellectual disability (confidence 1)
FASTKD5	3	1	gene2phenotype	no	no	FASTKD5-related Leigh syndrome ()
FBLN1	3	1	gene2phenotype	no	no	FBLN1-related synpolydactyly, 3/3-prime/4, associated with metacarpal and metatarsal synostoses ()
FBLN2	3	1	ClinGen	no	no	congenital heart disease (Limited) | pulmonary arterial hypertension (Limited)
FBXL13	3	1	mitotic_panel	no	yes	tier 4
FBXO25	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
FBXO32	3	1	ClinGen	no	no	dilated cardiomyopathy (Limited)
FBXO5	3	1	mitotic_panel	no	yes	tier 4
FBXO7	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
FBXO8	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
FBXW4	3	2	PanelApp,gene2phenotype	no	no	FBXW4-related split-hand and foot malformation () | Intellectual disability (confidence 1)
FBXW5	3	1	mitotic_panel	no	yes	tier 4
FDFT1	3	2	PanelApp,gene2phenotype	no	no	FDFT1-related defect in cholesterol biosynthesis () | Intellectual disability (confidence 2)
FEM1C	3	3	ClinGen,PanelApp,gene2phenotype	no	no	FEM1C-related developmental disorder () | Intellectual disability (confidence 2) | neurodevelopmental disorder (Limited)
FEN1	3	1	mitotic_panel	no	yes	tier 4
FEZF1	3	1	gene2phenotype	no	no	FEZF1-related hypogonadotropic hypogonadism with or without anosmia ()
FEZF2	3	1	gene2phenotype	no	no	FEZF2-related neurodevelopmental disorder ()
FGF10	3	2	PanelApp,gene2phenotype	no	no	FGF10-related lacrimo-auriculo-dento-digital syndrome (LADD) () | Intellectual disability (confidence 1)
FGF13	3	2	PanelApp,gene2phenotype	no	no	FGF13-related neurodevelopmental disorder () | Intellectual disability (confidence 2)
FGF14	3	2	PanelApp,gene2phenotype	no	no	FGF14-related episodic ataxia () | Intellectual disability (confidence 2)
FGF23	3	1	PanelApp	no	no	Nephrocalcinosis or nephrolithiasis (confidence 1)
FHIP2A	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
FHL1	3	2	PanelApp,gene2phenotype	no	no	FHL1-related Emery-Dreifuss muscular dystrophy () | Intellectual disability (confidence 1)
FICD	3	2	PanelApp,gene2phenotype	no	no	FICD-related infancy-onset diabetes and neurodevelopmental disorder () | Intellectual disability (confidence 2)
FIRRM	3	1	mitotic_panel	no	yes	tier 3
FKBP10	3	1	gene2phenotype	no	no	FKBP10-related Bruck syndrome ()
FKBP14	3	2	PanelApp,gene2phenotype	no	no	FKBP14-related Ehlers-Danlos syndrome with progressive kyphoscoliosis, myopathy, and hearing loss () | Intellectual disability (confidence 1)
FKBP6	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
FKBPL	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
FLG	3	1	gene2phenotype	no	no	FLG-related ichthyosis vulgaris ()
FLT3	3	1	ClinGen	no	no	leukemia, acute myeloid, susceptibility to (Limited)
FMO5	3	1	ClinGen	no	no	congenital heart disease (Disputed)
FOXD3	3	1	ClinGen	no	no	aniridia (Disputed)
FOXF1	3	2	PanelApp,gene2phenotype	no	no	FOXF1-related alveolar capillary dysplasia with misalignment of pulmonary veins () | Intellectual disability (confidence 1)
FOXH1	3	1	ClinGen	no	no	congenital heart disease (Limited)
FOXI1	3	1	ClinGen	no	no	enlarged vestibular aqueduct syndrome (Disputed) | hearing loss disorder (Limited)
FOXI3	3	2	ClinGen,gene2phenotype	no	no	FOXI3-related microtia and craniofacial microsomia () | T-cell immunodeficiency (Limited)
FOXL1	3	1	ClinGen	no	no	congenital heart disease (Disputed)
FOXL2	3	1	gene2phenotype	no	no	FOXL2-related blepharophimosis, ptosis, and epicanthus inversus syndrome ()
FOXO1	3	1	PanelApp	no	no	Familial rhabdomyosarcoma (confidence 1)
FOXP4	3	2	PanelApp,gene2phenotype	no	no	FOXP4-related developmental disorder () | Intellectual disability (confidence 2)
FOXR1	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
FREM1	3	2	PanelApp,gene2phenotype	no	no	FREM1-related Manitoba oculotrichoanal syndrome () | Intellectual disability (confidence 1)
FREM2	3	2	PanelApp,gene2phenotype	no	no	FREM2-related Fraser syndrome () | Intellectual disability (confidence 2)
FRMD7	3	2	PanelApp,gene2phenotype	no	no	FRMD7-related nystagmus, congenital () | Intellectual disability (confidence 1)
FRY	3	2	PanelApp,gene2phenotype	no	no	FRY-related intellectual developmental disorder () | Intellectual disability (confidence 2)
FRYL	3	2	PanelApp,gene2phenotype	no	no	FRYL-related neurodevelopmental disorder with dysmorphic facial features, with or without congenital abnormalities () | Intellectual disability (confidence 2)
FSD1L	3	2	PanelApp,gene2phenotype	no	no	FSD1L-related neurodevelopmental disorder with hydrocephalus and corpus callosum anomalies () | Intellectual disability (confidence 2)
FTO	3	2	PanelApp,gene2phenotype	no	no	FTO-related growth retardation, developmental delay, microcephaly, congenital heart disease, and coarse facies () | Intellectual disability (confidence 2)
FUT2	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
FUZ	3	1	gene2phenotype	no	no	FUZ-related orofaciodigital syndrome ()
FXR1	3	1	gene2phenotype	no	no	FXR1-related congenital myopathy ()
FYCO1	3	2	PanelApp,gene2phenotype	no	no	FYCO1-related congenital cataract () | Intellectual disability (confidence 1)
FZD3	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
FZD5	3	1	gene2phenotype	no	no	FZD5-related coloboma ()
FZD6	3	2	PanelApp,gene2phenotype	no	no	FZD6-related nail disorder non-syndromic congenital () | Intellectual disability (confidence 1)
GAB3	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
GABBR1	3	2	PanelApp,gene2phenotype	no	no	GABBR1-related neurodevelopmental disorder () | Intellectual disability (confidence 2)
GABRA3	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
GABRA4	3	1	gene2phenotype	no	no	GABRA4-related neurodevelopmental disorder with seizures ()
GABRB1	3	1	ClinGen	no	no	genetic developmental and epileptic encephalopathy (Limited)
GABRG1	3	1	gene2phenotype	no	no	GABRG1-related epileptic encephalopathy ()
GABRG3	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
GABRQ	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
GALNT12	3	1	ClinGen	no	no	colorectal cancer, susceptibility to, 1 (Limited)
GAP43	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
GAS1	3	1	ClinGen	no	no	holoprosencephaly (Limited)
GATAD1	3	1	ClinGen	no	no	dilated cardiomyopathy 2B (Limited)
GDF1	3	1	gene2phenotype	no	no	GDF1-related congenital heart defects, multiple types ()
GDF11	3	1	gene2phenotype	no	no	GDF11-related vertebral hypersegmentation, orofacial anomalies and neurodevelopmental disorder ()
GDF3	3	1	gene2phenotype	no	no	GDF3-related multiple malformations ()
GDF5	3	2	PanelApp,gene2phenotype	no	no	GDF5-related acromesomelic chondrodysplasia, Grebe type () | GDF5-related symphalangism spectrum disorder () | Intellectual disability (confidence 1)
GDF6	3	2	PanelApp,gene2phenotype	no	no	GDF6-related oculo-skeletal syndrome () | Intellectual disability (confidence 1)
GEN1	3	2	ClinGen,mitotic_panel	no	yes	familial ovarian cancer (No Known Disease Relationship) | hereditary breast carcinoma (Refuted) | tier 3
GET3	3	1	ClinGen	no	no	cardiomyopathy, dilated, 2H (Limited)
GFUS	3	1	ClinGen	no	no	congenital disorder of glycosylation (Limited)
GHR	3	2	PanelApp,gene2phenotype	no	no	GHR-related pituitary dwarfism II () | Intellectual disability (confidence 1)
GIGYF2	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
GINS2	3	1	PanelApp	no	no	Severe microcephaly (confidence 1)
GJA1	3	3	ClinGen,PanelApp,gene2phenotype	no	no	GJA1-related oculodentodigital dysplasia (biallelic) () | GJA1-related oculodentodigital dysplasia (monoallelic) () | Intellectual disability (confidence 1) | congenital heart disease (Limited) | nonsyndromic genetic hearing loss (Disputed)
GJA3	3	2	PanelApp,gene2phenotype	no	no	GJA3-related cataract () | Intellectual disability (confidence 1)
GJA5	3	1	ClinGen	no	no	congenital heart disease (Disputed)
GJA8	3	2	PanelApp,gene2phenotype	no	no	GJA8-related cataract () | Intellectual disability (confidence 1)
GLE1	3	3	ClinGen,PanelApp,gene2phenotype	no	no	GLE1-related arthrogryposis, lethal, with anterior horn cell disease () | Intellectual disability (confidence 1) | amyotrophic lateral sclerosis (Limited)
GLMN	3	2	PanelApp,gene2phenotype	no	no	GLMN-related glomuvenous malformations () | Intellectual disability (confidence 1)
GLRA1	3	2	PanelApp,gene2phenotype	no	no	GLRA1-related hyperexplexia () | Intellectual disability (confidence 1)
GLRB	3	1	gene2phenotype	no	no	GLRB-related hyperexplexia ()
GLT8D1	3	1	ClinGen	no	no	amyotrophic lateral sclerosis (Limited)
GNA11	3	2	PanelApp,gene2phenotype	no	no	GNA11-related congenital hemangioma () | Nephrocalcinosis or nephrolithiasis (confidence 1)
GNA14	3	1	gene2phenotype	no	no	GNA14-related congenital vascular tumours ()
GNAL	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
GNAQ	3	1	gene2phenotype	no	no	GNAQ-related congenital hemangioma ()
GNB3	3	1	gene2phenotype	no	no	GNB3-related congenital stationary night blindness ()
GNMT	3	1	ClinGen	no	no	glycine N-methyltransferase deficiency (Limited)
GOLGA2	3	2	gene2phenotype,mitotic_panel	no	yes	GOLGA2-related myopathy, seizures and microcephaly () | tier 4
GON4L	3	2	PanelApp,gene2phenotype	no	no	GON4L-related intellectual developmental disorder () | Intellectual disability (confidence 2)
GPC6	3	1	gene2phenotype	no	no	GPC6-related omodysplasia ()
GPD1L	3	1	ClinGen	no	no	Brugada syndrome 1 (Disputed)
GPN2	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
GPRASP1	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
GPX4	3	1	gene2phenotype	no	no	GPX4-related spondylometaphyseal dysplasia, Sedaghatian type ()
GRAP	3	1	ClinGen	no	no	nonsyndromic genetic hearing loss (Limited)
GRB14	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
GREB1L	3	1	gene2phenotype	no	no	GREB1L-related renal hypodysplasia/aplasia ()
GREM2	3	1	ClinGen	no	no	tooth agenesis, selective, 9 (Limited)
GSC	3	1	gene2phenotype	no	no	GSC-related short stature, auditory canal atresia, mandibular hypoplasia, and skeletal abnormalities (SAMS) ()
GSPT2	3	2	PanelApp,gene2phenotype	no	no	GSPT2-related intellectual disability () | Intellectual disability (confidence 1)
GTF2I	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
GTF2IRD1	3	1	gene2phenotype	no	no	GTF2IRD1-related neurodevelopmental disorder ()
GTPBP1	3	2	PanelApp,gene2phenotype	no	no	GTPBP1-related neurodevelopmental disorder with severe-profound intellectual disability, spasticity and ectodermal features () | Intellectual disability (confidence 2)
GTPBP8	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
GUCY2C	3	2	PanelApp,gene2phenotype	no	no	GUCY2C-related familial diarrhea () | GUCY2C-related meconium ileus () | Intellectual disability (confidence 1)
GUF1	3	1	ClinGen	no	no	developmental and epileptic encephalopathy (Limited)
GZF1	3	1	gene2phenotype	no	no	GZF1-related joint laxity, short stature, and myopia ()
H19	3	1	PanelApp	no	no	Beckwith-Wiedemann syndrome (BWS) and other congenital overgrowth disorders (confidence 2) | Childhood solid tumours (confidence 1)
H2AC6	3	1	gene2phenotype	no	no	H2AC6-related developmental disorder ()
H3-4	3	1	gene2phenotype	no	no	H3-4-related intellectual developmental disorder ()
H4C11	3	1	gene2phenotype	no	no	H4C11-related intellectual disability with facial dysmorphism ()
H4C2	3	1	gene2phenotype	no	no	H4C2-related intellectual developmental disorder ()
H4C4	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
H4C6	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
H4C9	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
HAL	3	1	ClinGen	no	no	histidinemia (Limited)
HARS1	3	2	ClinGen,gene2phenotype	no	no	HARS1-related Usher syndrome () | Usher syndrome type 3 (Refuted)
HARS2	3	2	ClinGen,PanelApp	no	no	Intellectual disability (confidence 1) | Perrault syndrome 2 (Limited)
HAS2	3	1	ClinGen	no	no	congenital heart disease (Limited)
HASPIN	3	1	mitotic_panel	no	yes	tier 3
HAUS1	3	1	mitotic_panel	no	yes	tier 3
HAUS2	3	1	mitotic_panel	no	yes	tier 3
HAUS3	3	1	mitotic_panel	no	yes	tier 3
HAUS4	3	1	mitotic_panel	no	yes	tier 3
HAUS5	3	1	mitotic_panel	no	yes	tier 3
HAUS7	3	2	PanelApp,mitotic_panel	no	yes	Intellectual disability (confidence 1) | tier 3
HAUS8	3	1	mitotic_panel	no	yes	tier 3
HAX1	3	2	PanelApp,gene2phenotype	no	no	HAX1-related neutropenia, severe congenital () | Intellectual disability (confidence 2)
HDAC1	3	1	ClinGen	no	no	congenital heart disease (Disputed)
HDAC6	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
HDAC9	3	1	ClinGen	no	no	auriculocondylar syndrome (Disputed)
HEATR3	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
HEATR5B	3	2	PanelApp,gene2phenotype	no	no	HEATR5B-related pontocerebellar hypoplasia () | Intellectual disability (confidence 2)
HECTD1	3	1	gene2phenotype	no	no	HECTD1-related neurodevelopmental disorder ()
HEPACAM2	3	1	mitotic_panel	no	yes	tier 4
HEPHL1	3	1	ClinGen	no	no	pili torti-developmental delay-neurological abnormalities syndrome (Limited)
HEY1	3	1	ClinGen	no	no	congenital heart disease (Disputed)
HEY2	3	1	ClinGen	no	no	congenital heart disease (Limited)
HIBADH	3	1	ClinGen	no	no	3-hydroxyisobutyric aciduria (Limited)
HIRA	3	2	PanelApp,gene2phenotype	no	no	HIRA-related neurodevelopmental disorder () | Intellectual disability (confidence 2)
HJURP	3	1	mitotic_panel	no	yes	tier 3
HMGB3	3	2	PanelApp,gene2phenotype	no	no	HMGB3-related colobomatous microphthalmia, microcephaly, intellectual disability, and short stature () | Intellectual disability (confidence 1)
HMGXB4	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
HORMAD1	3	1	mitotic_panel	no	yes	tier 3
HORMAD2	3	1	mitotic_panel	no	yes	tier 3
HOXA11	3	2	ClinGen,gene2phenotype	no	no	HOXA11-related radioulnar synostosis with amegakaryocytic thrombocytopenia () | radioulnar synostosis with amegakaryocytic thrombocytopenia 1 (Limited)
HOXB1	3	1	gene2phenotype	no	no	HOXB1-related facial paresis, congenital ()
HOXC13	3	2	PanelApp,gene2phenotype	no	no	HOXC13-related pure hair and nail ectodermal dysplasia () | Intellectual disability (confidence 1)
HOXD10	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
HOXD13	3	2	PanelApp,gene2phenotype	no	no	HOXD13-related brachydactyly-syndactyly syndrome () | Intellectual disability (confidence 1)
HPGD	3	2	PanelApp,gene2phenotype	no	no	HPGD-related cranioosteoarthropathy () | Intellectual disability (confidence 1)
HPSE2	3	2	PanelApp,gene2phenotype	no	no	HPSE2-related urofacial syndrome () | Intellectual disability (confidence 1)
HR	3	2	PanelApp,gene2phenotype	no	no	HR-related alopecia universalis congenita () | HR-related atrichia with papular lesions () | Intellectual disability (confidence 1)
HS2ST1	3	2	PanelApp,gene2phenotype	no	no	HS2ST1-related developmental disorder () | Intellectual disability (confidence 2)
HS6ST2	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
HSF1	3	1	mitotic_panel	no	yes	tier 4
HSF4	3	2	PanelApp,gene2phenotype	no	no	HSF4-related cataract (monoallelic) () | Intellectual disability (confidence 1)
HYAL2	3	1	gene2phenotype	no	no	HYAL2-related syndrome with cleft lip and palate and congenital cardiac anomalies ()
HYKK	3	1	ClinGen	no	no	inborn disorder of lysine and hydroxylysine metabolism (No Known Disease Relationship)
HYOU1	3	1	ClinGen	no	no	granulocytopenia with immunoglobulin abnormality (Limited)
ID2	3	1	ClinGen	no	no	congenital heart disease (Disputed)
IFITM5	3	2	PanelApp,gene2phenotype	no	no	IFITM5-related osteogenesis imperfecta () | Intellectual disability (confidence 1)
IFNAR2	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
IFT56	3	1	PanelApp	no	no	Cystic renal disease (confidence 2)
IGBP1	3	3	ClinGen,PanelApp,gene2phenotype	no	no	IGBP1-related agenesis of the corpus callosum with intellectual developmental disorder-ocular coloboma-micrognathia () | Intellectual disability (confidence 1) | corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome (Disputed)
IGFBP7	3	1	gene2phenotype	no	no	IGFBP7-related retinal arterial macroaneurysm with supravalvular pulmonic stenosis ()
IGKC	3	1	ClinGen	no	no	recurrent infections associated with rare immunoglobulin isotypes deficiency (Limited)
IGSF1	3	2	PanelApp,gene2phenotype	no	no	IGSF1-related central hypothyroidism and testicular enlargement () | Intellectual disability (confidence 1)
IHH	3	2	PanelApp,gene2phenotype	no	no	IHH-related acrocapitofemoral dysplasia () | IHH-related brachydactyly () | Intellectual disability (confidence 1)
IK	3	1	mitotic_panel	no	yes	tier 3
IL11	3	1	gene2phenotype	no	no	IL11-related craniosynostosis ()
IL1RAPL2	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
IL21	3	1	ClinGen	no	no	IL21-related infantile inflammatory bowel disease (Limited)
IL3RA	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
IL6R	3	1	ClinGen	no	no	hyper-IgE recurrent infection syndrome 5, autosomal recessive (Limited)
ILF2	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
ILK	3	1	ClinGen	no	no	dilated cardiomyopathy (Limited)
INO80	3	1	ClinGen	no	no	immunodeficiency, common variable, 1 (Disputed)
INTS6	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
INTS6L	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
INTS8	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
IPO8	3	2	PanelApp,gene2phenotype	no	no	IPO8-related syndromic thoracic aortic aneurysm () | Intellectual disability (confidence 2)
IQSEC1	3	3	ClinGen,PanelApp,gene2phenotype	no	no	IQSEC1-related intellectual disability, developmental delay, and short stature () | Intellectual disability (confidence 2) | complex neurodevelopmental disorder (Limited)
IQSEC3	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
IRAK1	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
IRF2BP2	3	1	ClinGen	no	no	immunodeficiency, common variable, 14 (Limited)
IRX4	3	1	ClinGen	no	no	congenital heart disease (Limited)
ITFG2	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
ITGA4	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
ITGA6	3	1	gene2phenotype	no	no	ITGA6-related epidermolysis bullosa with pyloric atresia ()
ITGA7	3	2	PanelApp,gene2phenotype	no	no	ITGA7-related congenital muscular dystrophy () | Intellectual disability (confidence 2)
ITGA8	3	1	gene2phenotype	no	no	ITGA8-related renal hypodysplasia/aplasia ()
ITGAV	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
ITGB3BP	3	1	mitotic_panel	no	yes	tier 3
ITGB6	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
ITIH6	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
ITPKB	3	1	ClinGen	no	no	ITPKB deficiency (Limited)
JAG1	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | JAG1-related Alagille syndrome ()
JAGN1	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | JAGN1-related severe congenital neutropenia ()
JAKMIP1	3	1	PanelApp	no	no	Intellectual disability (confidence 2)
JKAMP	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 2) | JKAMP-related neurodevelopmental disorder with seizures, hypotonia, and microcephaly ()
JMJD1C	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 2) | JMJD1C-related neurodevelopmental disorder ()
JPH1	3	1	gene2phenotype	no	no	JPH1-related congenital myopathy with ptosis ()
JPH3	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
KANK1	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | KANK1-related cerebral palsy spastic quadriplegic ()
KAT2A	3	1	mitotic_panel	no	yes	tier 4
KAT2B	3	1	mitotic_panel	no	yes	tier 3
KATNAL2	3	2	ClinGen,PanelApp	no	no	Intellectual disability (confidence 1) | complex neurodevelopmental disorder (Disputed)
KATNB1	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 2) | KATNB1-related complex cerebral malformations ()
KBTBD2	3	1	PanelApp	no	no	Severe microcephaly (confidence 2)
KCNA4	3	1	gene2phenotype	no	no	KCNA4-related abnormal striatum, congenital cataract and intellectual disability ()
KCND1	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
KCND3	3	3	ClinGen,PanelApp,gene2phenotype	no	no	Brugada syndrome 1 (Disputed) | Intellectual disability (confidence 2) | KCND3-related neurodevelopmental disorder with cerebellar ataxia and movement disorders ()
KCNE1	3	3	ClinGen,PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | KCNE1-related Jervell and Lange-Nielsen syndrome () | KCNE1-related long QT syndrome () | long QT syndrome 5 (Limited)
KCNE2	3	1	ClinGen	no	no	long QT syndrome (Disputed)
KCNE3	3	1	ClinGen	no	no	Brugada syndrome (Disputed)
KCNE5	3	1	ClinGen	no	no	Brugada syndrome (Disputed)
KCNJ8	3	2	ClinGen,gene2phenotype	no	no	Brugada syndrome (Disputed) | KCNJ8-related Cantu syndrome ()
KCNK12	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
KCNQ1OT1	3	1	PanelApp	no	no	Beckwith-Wiedemann syndrome (BWS) and other congenital overgrowth disorders (confidence 2) | Childhood solid tumours (confidence 1)
KDELR2	3	1	gene2phenotype	no	no	KDELR2-related osteogenesis imperfecta ()
KDM2A	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 2) | KDM2A-related neurodevelopmental disorder with growth restriction ()
KIF15	3	1	mitotic_panel	no	yes	tier 3
KIF18A	3	1	mitotic_panel	no	yes	tier 3
KIF1B	3	2	ClinGen,PanelApp	no	no	Charcot-Marie-Tooth disease type 2A1 (Limited) | Intellectual disability (confidence 1)
KIF1C	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
KIF20A	3	1	ClinGen	no	no	congenital heart disease (Limited)
KIF22	3	3	PanelApp,gene2phenotype,mitotic_panel	no	yes	Intellectual disability (confidence 1) | KIF22-related spondyloepimetaphyseal dysplasia with joint laxity () | tier 3
KIF23	3	1	mitotic_panel	no	yes	tier 3
KIF25	3	1	mitotic_panel	no	yes	tier 4
KIF26B	3	1	PanelApp	no	no	Intellectual disability (confidence 1)
KIF2B	3	1	mitotic_panel	no	yes	tier 3
KIF3B	3	2	gene2phenotype,mitotic_panel	no	yes	KIF3B-related ciliopathy () | tier 4
KIF5B	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 2) | KIF5B-related disease ()
KIRREL3	3	3	ClinGen,PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | KIRREL3-related intellectual developmental disorder () | complex neurodevelopmental disorder (Disputed)
KITLG	3	2	ClinGen,gene2phenotype	no	no	KITLG-related Waardenburg syndrome () | nonsyndromic genetic hearing loss (Limited)
KLF1	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | KLF1-related anemia, dyserythropoietic congenital ()
KLF10	3	1	ClinGen	no	no	hypertrophic cardiomyopathy (Limited)
KLF11	3	1	ClinGen	no	no	monogenic diabetes (Refuted)
KLF2	3	1	ClinGen	no	no	pulmonary arterial hypertension (Limited)
KLF8	3	2	PanelApp,gene2phenotype	no	no	Intellectual disability (confidence 1) | KLF8-related nonsyndromic intellectual developmental disorder ()
